ID,Text,Age,Gender,Physical,Race,Religion,Others
180,hoy lucy your pussy stinks walang kakantot sa pepe ko kasi malibag at mabaho aamagin yang pepe mo hanggang sa mabulok at mategibelz ka kingina mo pokpok ka malanding bitchesa,0,1,1,0,0,0
1768,bobo mo achit pukingina mo magkaiba yung nandamay sa nagtatanong bobo ka talaga kupal ka ulol,0,0,0,0,0,1
1895,hanggang kelan matatapos yung kabobohan ng pinas para nakapag take a breather naman kahit papano yung bansa lul,0,0,0,1,0,0
926,pavictim amputa hahaha love mo mukha mo bibig mo mukhang bisakol,0,0,0,1,0,0
179,ulol kayong matatanda mga boomer mindset ampota kaya lubog sa utang ang pilipinas dahil sainyo eh asan na yung bbm na binoto nyo na nagsabing ibabangon kayo sa hirap doon kayo umutang mga bobo,1,0,0,0,0,0
1356,patayin sa inggit ang mga bulag pipi at binging bashers and trolls ng mga sweet romantic moments ng aldub hindi nyo ito makikita sa ibang nobody na pilit nyong pinapasabit sa kagandahan kasikatan ni maine trueloveconquersall that is aldub,0,0,1,0,0,0
1395,huy tanga walang confidential funds si vp leni robredo di gaya nitong swapang mong vp mayor palang sagana na sa confidential funds kaya namihasa pinamihasa din ng mga kagaya niyong panatikong mga bobo at bulag,0,0,0,0,0,1
1743,napaka talaga nitong negro na to sarap saksakin ng gluta eh,0,0,1,1,0,0
529,putangina mga mga chingchong yan kulang na lang kainin sariling ari putangina,0,0,0,1,0,0
347,yang si negatrona pakyu kang baklang gurang tignan mo pinapanigan mong hayup ka,0,1,0,0,0,0
1861,ulol tarantado mas matalino ka pa ba sa korte suprema baklang gard,0,1,0,0,0,0
2081,putok ma putok ang lipistik ng worker na reporter anu toh gaguhan malamang palakasan kay koya,0,1,0,0,0,0
1327,putangina mo sana ighost ka ni xiao pakyu ka bubwit,1,0,0,0,0,0
386,putangina mo bobo chingchong fuck u gago tanga ka do you recognize these words hahaha,0,0,0,1,0,0
1006,diba nasa 10 commandments yung huwag magnakaw ulol ka palang katoliko anton eh,0,0,0,0,1,0
1103,bago ka manusot ng iba tignan mo muna sarili mo tangina mo ampangit ng muka mo e panay tigyawat opsszc matamaan bobo,0,0,1,0,0,0
602,anuna beh galaw galaw bobo at tanga ba mga admins nyo yall are so fcking unprofessional and dumb,0,0,0,0,0,1
1138,ulol pakyu pldt out of no where bigla kang mawala ng net,0,0,0,0,0,1
244,huwag mo ng patulan yan sis binabaligtad lang yanlam nman natin kong sinong totoong bobo quiboloy and his kjc is cult daming cases endorsing bbm i was a member b4 but left coz i found out its a cultpraise god i did it mga tanga nalang nagstastay dyan,0,0,0,0,1,0
2019,pakyu mukha kang pwet,0,0,1,0,0,0
803,kahit kailan talaga hindi ka nagiisip mas bobo ka pa sa mga sinasabihan mong bobo e alam mong expose ka sa covid positive tas dito ka samin magstay tanga ka ba,0,0,0,0,0,1
1948,bakit pa nagpasok ng mga chingchong dito gusto niyo ba pumatay ng bansa ptngina gamit din naman ng utak di inaarawaraw ang pagiging tanga,0,0,0,1,0,0
1594,unanguna sinong kakain ng lemon popsicle putangina mga autistic ba kayo,0,0,1,0,0,0
313,liit ng titi mo marko and shodai kinginamo,0,0,1,0,0,0
436,sarap barilin sa mukha ng mga manyakis na arabo pweh,0,0,0,1,0,0
2051,fuck u bisakol mamatay na tani ka ma putol tani pidoy mo gago,0,0,0,1,0,0
137,tanga talaga ng mga boomer na politician takot sa mga bata sobrang threaten,1,0,0,0,0,0
309,bitch go back to ur country mongoloid ka ang pangit mo,0,0,1,1,0,0
431,tangina niyo mga marcos mga magnanakaw na hinayupak,0,0,0,0,0,1
661,hirap makipagaway putangina di ako makasagot english kasi tarantadong negro,0,0,0,1,0,0
1308,tanginang bagong boss to kakaupo lang nangpapower trip na agad gusto magpasok ng mga kamaganak sa kumpanya management level agad hindi nga pumasa sa interview samantalang yung mga deserving dito paiyakan nung nagaapply tapos hintayan ng five ten years bago mapromote napakalaking kalokohan sobrang entitled,0,0,0,0,0,1
371,putangina mo uly ang panget panget mo mamatay na na gago isama mo si diana abecia jana and feb buong preti liners mga ulol,0,0,1,0,0,0
567,kahit magtime travel pa akot barilin ko yang lil girlfriend mo stupid dont hoe around next time den smh fuck these 13 year olds,1,0,0,0,0,0
1174,tangina flz muntik nako atakihin sa puso wag mo naman imyday jowa mong maitim na mataba na panget tapos madilim pa yung picture maitim na nga beh,0,0,1,0,0,0
1384,pagnakikinig ng dating daan sa radyo kailangan todo yung volume tangina nyo po may dyos din kami istorbo kayo sa pagtulog punyeta,0,0,0,0,1,0
825,sana atakihin ng isis yung visayas para mawala na yung mga bobong bisakol tangina,0,0,0,1,0,0
182,hoyulol di ka maganda maputi ka lang bruha,0,0,1,0,0,0
1379,fuck school fuck hetero shippers fuck iyakin na baby bra warriors tangina nyong lahat,1,1,0,0,0,0
622,putang ina pa rin ni cynthia villar queen of kabobohan ampeg e,0,0,0,0,0,1
967,punyeta talaga pag puro chingchong kakampi mukhang mga tanga,0,0,0,1,0,0
1287,putang ina mo paden koko aka bobo pimentel saka kayong mga putang inang dds kayo magsitigil na kayo lutongluto na kayo kaka facebook nyo mga hangal mga walang kwenta,0,0,0,0,0,1
1544,converge outanginamo mamatay sana founder ng converge pakyu ka gago putanginamo hayop la animal pokpok manyakol tarantado putanginanyo converge pakyu,0,0,0,0,0,1
814,ulol gurang hahahahaha muka ka ng uugod ugod mag anak ka na para malaman mong di ka baog baog hahahaha,1,0,1,0,0,0
1538,masamang damo ka kase kaya ayaw kapang kunin ni lord tangina nyong boomer kau may alam akong baho ng pamilya nyo pag un nilabas ko kulong kayo kingina nyo pakyu kang hayop ka,1,0,0,0,0,0
1989,sosyal sa labas tan skin tawag tas pag uwi nognog hustisya amputa taba mo pa lalo,0,0,1,1,0,0
779,putangina mong bata ka matulog ka na bakit ba kasi ang late mo matulog,1,0,0,0,0,0
2011,sa mga lalaki kung ang habol niyo ay kalandian at katawan lamang aba hayop ka tangina mo ulol pakyu ka balls mo mabulok sana,0,1,1,0,0,0
297,patakiptakip ka pa ng dibdib eh flat naman huwag ambisyosa teh,0,0,1,0,0,0
1044,ang totoxic talaga ng pamilya ng tatay ko pati yung 13 years old kung bunsong kapatid grabe kong i body shame sarap sabunin ang bunganga born again nga naman,0,0,0,0,1,0
462,kupal na bosskupal pa hr same vibes bisakol kase tangina hahahahaha,0,0,0,1,0,0
1914,tanga nalang talaga papanig sa babaeng yan eh,0,1,0,0,0,0
1271,ang bobo pala kausap ng mga kampon na yon hahaha baby bra warriors lang,1,0,0,0,0,0
905,shout out dun sa bumbay na inattack ako pakyu ka pasalamat ka bawal ka nang irevenge ulol ka andami nun tanda ko pangalan mo manoj s nayak,0,0,0,1,0,0
378,ingay talaga ng babaeng tinutukoy ko rito deserve na deserve mong gaguhin ka ng mga lalake tangina mo hahaha no boys daw ulol pokpok,0,1,0,0,0,0
799,bakit kasi pati paniki kinakain putangina ayan chingchong,0,0,0,1,0,0
1944,propaganda ng inutil na bbm apologist,0,0,0,0,0,1
106,parang bobo tong lalaki sa tingin mo may utak siya,0,1,0,0,0,0
127,gago ka ang bobobobo mo at ang pangit mo pa dapat mamatay ka na dahil wala kang gamit sa mundong ito dapat umalis ka na dito at patayin mo na sarili mo,0,0,1,0,0,0
840,pakshet wag po bading ako,0,1,0,0,0,0
1986,etong mga so called blinks na to ang hilig mamuna puro away alam mga baby bra warriors ba kayo ha mga tangina netong mga to contemporary yung ginawa ni junghwan te alam nyo ba yon puro hangin nasa utak ampota,1,0,0,0,0,0
888,yall want this pandemic to be over pero kayong binatat dalaga labas pa rin kayo ng labas alam niyo na yung fact na the government is not doing enough shit about the virus and you still refuse to do your job as filipinos fucking stay at home ambobobo puta,1,1,0,0,0,0
1224,may putok si angelo mazon mabaho pa paa mukha pang ulol na mukha may tigyawat,0,0,1,0,0,0
991,tanga ka tanga bobo demonyo pag umasenso at nkabawi ulet ang pilipinas sa panahon ni bongbong patayin mo nlng sarili mo tarantadong to ala k nmang batayan at ibedensya mkabintang kang cra ulo kamga demonyo tlaga kaung dilawan kau,0,0,0,0,0,1
356,ganitong klase na mga bata yung ang sarap suntukin sa mukha sa totoo lang wala pa silang ginagawa pero bwisit na bwisit ka na,1,0,0,0,0,0
1740,alam nyo i dont want to badmouth my hospital pero tangina talaga ng mga baby boomers you think you own your workmates tangina di ko kasalanan if i make friends easily bakit ka ba nagseselos jan ganda ka ba hahaha,1,0,0,0,0,0
683,ulol ka talaga sa sobrang taba mo you cant follow me back,0,0,1,0,0,0
1656,gago ikaw yung bading kung lalaki ka magpakilala ka ulol pakyu ka,0,1,0,0,0,0
1980,dami talaga bobo dito sa nueva ecija defend mo pa,0,0,0,1,0,0
1667,humanda ka sa akin tanginamong unggoy ka bading negro unggoy squatter ugali squatter pwet mo lasinggero nigger drug pusher squammy bading,0,1,1,1,0,0
210,tangina mong mukhang rabbit and mukhang bloated na frog na mapanlinlang na unggoy na mabaho,0,0,1,0,0,0
1559,sasakalin ko kayo ng rosaryo mga relihiyosong ipokrito,0,0,0,0,1,0
1894,anong dont kill yourself kaya mo yan laban lang ulol pakyu eh sa gusto ko na mmtay eh,0,0,0,0,0,1
141,bat karamihan sa mga babae naiinlove sa mukhang hito na mukhang aeta hahahahahahah sorry my bad,0,1,1,1,0,0
1554,tang ina mo bong go ano yung sinasabi mong di mo ginagamit ung pondo ng gobyerno para sa pangangampanya mo ha di kami tanga kami ung lantarang ginagawa mong tanga,0,0,0,0,0,1
1772,yung iba nga mas masahol pa sa amoy ng bumbay o iranian,0,0,1,1,0,0
1806,tanginang arabo to nanapak yung amoy kala mo nabubulok na sibuyas amp,0,0,1,1,0,0
1856,may mga born again na maingay dito sa tapat ng bahay hindi na raw kailangan ng relihiyon pagpupukpukin ko kayo e tirik na tirik ang araw anong kahibangan ginagawa niyo,0,0,0,0,1,0
1188,born again born again pang nalalaman uloliie sarap sapakinnetong baliw natoh,0,0,0,0,1,0
1626,aba gago ka pala eh masyado kang komportable sa buhay mo ngayon kaya wala kang kakayanan maintindihan o maiconsider ang di patas na lipunan sa mga kababaihan pakyu kang gurang ka pakyu mga ninuno mo pakyu for many more generations to come,1,0,0,0,0,0
1546,putangina the philippines is not a place for china to spread their virus because the people are using us as a fucking evacuation center tangina duterte di ka nakakatuwa kayo rin mga gagong tsino pls lang layas kayo,0,0,0,1,0,0
712,ang creepy talaga ng mga pari shutangina nyo rapists,0,0,0,0,1,0
1369,ha tang ina mo gumawa ka ng sarili mong pro audio ulol tang ina mo ka o bakit yun ang gagawin ko tang ina mo ha gaya gaya ka lang hayop ka ginawa na sakin yan tarantado,0,0,0,0,0,1
1023,mukhang kulang ka sa aruga ng bobo mo tas honor student in one of the best univs pwe utak mo may talangka bobo ka bobo,0,0,0,0,0,1
1813,kulto kasi yan no difference with quiboloy kaya ang daming bobo talaga sa pinas ay same lang din sa inc ni manalo kahit wala na makain myembro nila basta maganda damit nila pan samba mga bobo at feeling magaling lang kasi yang mga yan,0,0,0,0,1,0
1904,putang ina ano kaya mangyayari pag ginawang not guilty yung verdict ano pero putang ina pag ginanun nga in spite of all the fucking evidence ano kaya mangyayari sa pinas,0,0,0,0,0,1
1304,epal si alexis ampt badjao kodon ah tangina kadiri,0,0,0,1,0,0
11,tangina ng mga girl gamer sa ml ambobobo nyo mag ros nalang kayo,0,1,0,0,0,0
1828,shutangina nyo mga inc rot in hell mga hunghang,0,0,0,0,1,0
1217,ha ha ha dami nyo tlgang mga bobo basahin mo ung buong hebrews ung verse na quote mo refered to jesus not quiboloy and your stupid church tanga,0,0,0,0,1,0
283,gago ka basura ka wala kang kwenta bobo,0,0,0,0,0,1
811,ulol pakyu tarantado nako mga lalaki talaga di kayang makuntento,0,1,0,0,0,0
1183,uulitin ko tarantado ka father at uulit ulitin ko yan sa post ng iba,0,0,0,0,1,0
292,bading tang ina mo pa follow back pota inunfollow mo ako take this bading bakla pa chupa mamatay na magulang mo,0,1,0,0,0,0
932,antaba na nga tapos puro tagyawat pa tapos panget pa tapos wala pang pera hahahaha anuena,0,0,1,0,0,0
755,tamang takip lang ng ilong kasi may mga intsik dito sa 711 baka mahawa ng corona virus andami nila,0,0,0,1,0,0
627,unahin mong patayin sarili mo napa ka bobo momag basabasa ka nga dai,0,0,0,0,0,1
1209,hoy babae bakit mo nilalike ang picture ng jowa ko pwede ba wag kang pokpok maghanap ka ng sarili mong jowa wag kang sulutera putangina mo bitch mangaagaw ka,0,1,0,0,0,0
1019,tang ina mo sm sana ma bankrupt ka buti nlang sa ayala ako nag grogecery doon walang ganyang paeepalan,0,0,0,0,0,1
130,putcha hello ang panget mong babae gandang ganda ka sa sarili mo na nyandahil naiyot ka nyaulol gurang ka hayup ka,1,1,1,0,0,0
1270,gagong mga chekwa sabi na luto na naman to e tangina nyo,0,0,0,1,0,0
844,ulol ang taba mo pakamatay ka sa pag papapayat dyan,0,0,1,0,0,0
324,tangina mong nognog ka mamatay ka leche ka napakasinungaling mong gago ka,0,0,1,0,0,0
2023,ayoko sa lahat e yung nasasaktan kaibigan ko dahil lang sa mga walang kwentang lalaki tangina sarap mangbugbog ng manloloko malandi,0,1,0,0,0,0
2049,hahaha para ka lang tanga ulol bobo panget idyoto dito may forever ka agh puso kotoink sorry supot alive na alive ako ikaw humihinga pa wag kang pipikit baka di ka na magising pero alam mo may dead sayo yang brain cells mo bobo,0,0,1,0,0,0
1991,landi mo gago ang bata bata mo pa,1,1,0,0,0,0
2014,nakakatangina ng mga born again na yan kung di homophobes mga ipokrito naman pick a struggle talaga,0,0,0,0,1,0
1024,nakakatamad na pumasok hashahaha ang incompetent ng team lead namin palibhasa babae,0,1,0,0,0,0
2022,kristyano pero cheater serve serve sa simbahan ano ka banal na cheater,0,0,0,0,1,0
696,alam mo naman islam ang pasimuno ng mga terorista,0,0,0,0,1,0
1493,i refuse to follow you back mataba ka kase,0,0,1,0,0,0
216,hehe bago mag tapos ang 2019 isang malutong na tangina mo pakyu gago hayup kang tangina kang pangit mo para sa mga kaibigan kong peke nambackstab sakin sa mga nanakit sakin sa may ayaw sakin papapapapapakyu kayong lahat,0,0,1,0,0,0
1121,putang ina mo drilon kasumpa sumpa kang boomer ka bonak mo pakyu ka sasampalin kita ng art 3 sec 4,1,0,0,0,0,0
2098,sa pinapakitang mong yan insecure ka sakin hahaha kadiri kala ko ba aeta ako eh bat insecure ka sakin hahaha mas masahol ka pa sakin,0,0,0,1,0,0
1951,tanginang mga nagppm sa akin nakalagay na presyo details at description ng item na binibenta ko pati location ko nilagay ko na mag ppm sa akin boss hm at loc mo,0,0,0,0,0,1
159,gago lord teka what the fuck putangina niyo gago tarantado punyeta hayop animal putangina,0,0,0,0,1,0
1319,panget mo pakyu ka tangina mo ang bobo mo,0,0,1,0,0,0
1834,tangina habang nababasa ko yun diring diri ako sa boy putangina ang dami pa niyang nakakausap na nagbebenta sa mga walker pero di ko na nabasa lahat wala lang putangina kadiri may mga ganun lalake pala talaga basta mairaos lang yung libog amputa,0,1,0,0,0,0
1981,bobo mo rin kasi isa kang asong ulol ng mga chingchong na yan eh tanga,0,0,0,1,0,0
865,hala proud pa sila e kung nilinis niyo na bobo ka ba kaya walang usad ang pinas dahil sa mga kagaya kong bobo at tanga inuna mo pa mamuna e kung kayo na naglinis keso kumuda kayo ng kumuda nakuha pang piktyuran bobo at tanga,0,0,0,0,0,1
842,waste of time talking to imbeciles like you l walang pinagaralan pokpok bobo gaga,0,0,0,0,0,1
635,wag kayo papaloko sa putang inang bakla yan kupal yang putang inang yan,0,1,0,0,0,0
517,porket muslim pwede kana magyabang pakyu ka mamatay ka na,0,0,0,1,1,0
1545,tangina nung boss kong intsik dito sa singapore tangina sabi ba naman i visit your home when philippine become china gusto ko sapukin pero dahil boss ko sabi ko ok putangina,0,0,0,1,0,0
1641,pag dating sa lokohan lalaki agad sana masagasaan yung mga babaeng nag mamalinis,0,1,0,0,0,0
598,ito ang mga kabataang walang silbi sa lipunan ito ba ang pinagmamalaking millennials walang alam kundi magpabayad para sa walang kwentang gawain,1,0,0,0,0,0
196,tong mga muslim na nagtitinda sa bangketa hindi na nga nagbabayad ng rent sila pa galit pag pinaalis umuwi na kayong probinsya tangina nyo,0,0,0,1,1,0
1770,nakakaawa ang faves niyo wala sa kanila ang full attention niyo oh well what to expect sa mga baby bra warriors na bobo na di nagaaral,1,0,0,0,0,0
2005,tangina nyo tourists na zero english whatsoever wala man lang kayong baon na english o translator tapos kayo pa ang maiinis na hindi namin kayo maintindihan ano kami google mind reader,0,0,0,1,0,0
951,tangina mo panget na basura pa ugali uwu,0,0,1,0,0,0
411,hoy tama n isang anak s inyo ha wag kau magkakalat ng lahi ninyong pangit borga ang ilong pokpok,0,1,1,0,0,0
1684,hanggang buto mo pakyu ulol gago tanginamo putangina ka akin yan,0,0,0,0,0,1
97,girl shut your stinky pussy nasty goofy old bitch find a job so you can afford hygine stuff baho amputa,1,1,1,0,0,0
441,inutil tanga bobo lahat ng talino napunta sa suso,0,0,1,0,0,0
550,nakakapunyeta lang itong mga katoliko kuno na kala mo kung sino magsalita laban sa simbahan pero kapag may misa hindi naman nakikinig,0,0,0,0,1,0
157,tangina ng mga taong gusto ng 5star service pero pang 12 star lang ang budget tapos gusto yubg tropa na lang nilang may kaya yung sasagot sa kaniladi ako nag overtime at kumuha ng 2nd and 3rd jobs para bayaran yung solo deluxe room mo sis,0,0,0,0,0,1
420,bwisit na babae to feeling virgin kinantot naman ng karamihan,0,1,0,0,0,0
923,yung mga babaeng trying hard maglaro ng computer games para masabihan ng cool tangina niyo po,0,1,0,0,0,0
478,babae tas gf does my makeup papasok nako sa homophobic era ko putangina nyo mga bakla,0,1,0,0,0,0
554,potanginang manager to pati kape ko pinagbawal dahil walang ibang maturo dun sa zagu ako pinagiinitan pakyu matanda ka,1,0,0,0,0,0
391,tangina nyo duterte marcos go panelo cayetano villar,0,0,0,0,0,1
579,abnormal ba yang asawa mo parang gago ang puta walang awa,0,0,0,0,0,1
1841,ewan ko sa abs cbn bakit ito ipartner sayo seth pucha landi niya daming babae diyan mas maganda at matino bakit ito si francine na makati abs cbn ano na,0,1,0,0,0,0
1771,di lang naman magaganda ang pwede mag inarte porket panget bawal di bagay barilin ko kayo eh,0,0,1,0,0,0
821,kinakausap mo ng maayos tatalikuran ka parang tanga si ate flat naman,0,0,1,0,0,0
1971,bakit grabe manginvalidate mga millennials new boomer na ba hahahahah tawangtawa ko sa igogoogle nalang daw ampotah sampal ko sayo thesis namin e kadiri naman feeling malayo na narating e,1,0,0,0,0,0
1007,sobrang panget at bobo mo isko punyeta ka kahit makabbm o makaleni galit sayo sobrang bobo mo kasi,0,0,1,0,0,0
1877,mukha kang pinaglihi sa nanay at paboritong aso ng tatay mo,0,0,1,0,0,0
665,17 yung nagpost thats fine to be a virgin yung totoong pussy dito yung mga autistic na parating feeling malibog at makipagsex para mapatunayan pagkalalake nila mga feeling insecure,1,1,1,0,0,0
1623,ive just been shooed away by this kano in my restaurant with matching flick of fingers action sarap duraan ng pagkain but i wont,0,0,0,1,0,0
143,tang inang mga stupidyante yan dito nanaman tatambay at practice ng sayaw sa tapat tapos magkakalat lagot sakin mga to pag baba ko,0,0,0,0,0,1
1876,nsabi ng magpapakabait na ako eh isa patong bingi sarap tadyakan,0,0,1,0,0,0
422,yung mga bading talaga tumutulong mga kupal eh hahahaha napapangiti nyo ko mga badjao,0,1,0,1,0,0
800,tangina mo josh napakakati mo sa babae uhaw na uhaw ang bobo,0,0,0,0,0,1
616,tanginang babae to pokpok kaladkarin malandi,0,1,0,0,0,0
2038,fuck you ka imee putangina mo kang bahug bilat ka,0,1,0,0,0,0
402,ngayon naman forda jejemon daw teh tignan mo nga sarili mo di ka lang jejemon putangina mo bobo ka na nga panget ka pa ayan ang tunay na nakakaiyak,0,0,1,0,0,0
89,sobrang excited ko na sa mundo kung saan patay na ang lahat ng gen x at baby boomers tangina mga sagabal sa progresibong pag iisip,1,0,0,0,0,0
2068,haha putangina niyong mga lalaki kayo nung nagpaulan ba ng kabobohan nagsasayaw pa kayo sa labas,0,1,0,0,0,0
132,patayin na kagad yan para di na matubos ng mga teroristang islam,0,0,0,1,1,0
1299,medyo bobo ka den no binigyan ka na nga ng chance para mag usap kayo tapos inuna mo pa yan oo tangina mas matagal kayo nag sama pero punyeta pakyu matanda na yan kaya na niyan mag commute oo gigil na gigil na aq,1,0,0,0,0,0
1746,lol these baby boomers hate nadine lustre so much tangina nila maging relevant naman sila hahaha let these people know that mental health is not something we use against each other not like in the past i love me a millenial queen,1,0,0,0,0,0
1452,iglesia ni kristo natagpuang business organization tangina ano ba winoworship nio beh si hesus ba o si satanas,0,0,0,0,1,0
1618,and dudugyot ng mga igorot,0,0,1,1,0,0
725,tanginang lgbt talaga toh eh naghahanap ng gulo,0,1,0,0,0,0
1236,ang baho ng mga chekwa putangina,0,0,1,1,0,0
